"Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","nl","oPE","Npix","OLD20","CN","Freq"
"Abbas",5,2,0,0,0.1,0.7782,0.02,0.4771,5,536.286392236676,919.898039215686,1.95,0,0.4771
"abuts",2,2,2,2,0.04,0.4771,0.02,0.4771,5,496.760162423177,811.023529411765,1.85,0,0.4771
"abuzz",2,2,2,2,0.04,0.4771,0.02,0.4771,5,494.102424375447,795.662745098039,2.75,0,0.4771
"acher",2,2,1,1,0.04,0.4771,0.02,0.4771,5,483.272157261818,790.050980392157,1.85,2,0.4771
"acrid",2,2,2,2,0.04,0.4771,0.02,0.4771,5,546.423720302231,769.749019607843,1.9,0,0.4771
"addio",4,2,4,2,0.08,0.699,0.02,0.4771,5,571.495203793863,856.019607843137,2.05,1,0.4771
"Agata",11,2,0,0,0.22,1.0792,0.02,0.4771,5,563.220227073189,885.741176470588,2.15,0,0.4771
"agave",2,2,1,1,0.04,0.4771,0.02,0.4771,5,543.614165136881,831.090196078431,1.9,1,0.4771
"agura",2,2,1,1,0.04,0.4771,0.02,0.4771,5,533.428622263015,822.952941176471,2.1,0,0.4771
"ailed",2,2,2,2,0.04,0.4771,0.02,0.4771,5,573.749891584855,788.086274509804,1.15,8,0.4771
"aimer",3,2,3,2,0.06,0.6021,0.02,0.4771,5,544.212598105727,791.211764705882,1.9,2,0.4771
"Akela",11,2,0,0,0.22,1.0792,0.02,0.4771,5,595.867054433712,848.152941176471,2.45,0,0.4771
"aking",2,2,2,2,0.04,0.4771,0.02,0.4771,5,584.927367839943,853.623529411765,1.35,4,0.4771
"Aline",24,2,0,0,0.47,1.3979,0.02,0.4771,5,578.244504083857,789.329411764706,1.75,3,0.4771
"allot",8,2,8,2,0.16,0.9542,0.02,0.4771,5,596.865670976666,731.286274509804,1.85,2,0.4771
"Ameer",9,2,0,0,0.18,1,0.02,0.4771,5,550.615915742144,867.690196078431,1.9,2,0.4771
"amyls",2,2,2,2,0.04,0.4771,0.02,0.4771,5,637.236881767631,841.180392156863,2.15,0,0.4771
"Anode",8,2,1,1,0.16,0.9542,0.02,0.4771,5,527.484235906029,892.196078431373,1.95,0,0.4771
"antes",2,2,2,2,0.04,0.4771,0.02,0.4771,5,452.110574799796,786.301960784314,1.85,0,0.4771
"appal",2,2,2,2,0.04,0.4771,0.02,0.4771,5,625.749609572457,885.886274509804,1.9,0,0.4771
"Argle",2,2,0,0,0.04,0.4771,0.02,0.4771,5,627.572372761858,846.635294117647,1.95,0,0.4771
"asana",2,2,1,1,0.04,0.4771,0.02,0.4771,5,450.727236145474,807.105882352941,2,0,0.4771
"Assam",2,2,0,0,0.04,0.4771,0.02,0.4771,5,554.49995011573,888.772549019608,2.15,0,0.4771
"aways",2,2,2,2,0.04,0.4771,0.02,0.4771,5,567.069154893978,840.81568627451,1.8,1,0.4771
"Bafta",9,2,0,0,0.18,1,0.02,0.4771,5,527.45728509857,856.247058823529,1.9,2,0.4771
"bairn",12,2,11,2,0.24,1.1139,0.02,0.4771,5,512.129826136695,783.372549019608,1.9,1,0.4771
"ballo",2,2,1,1,0.04,0.4771,0.02,0.4771,5,590.042733524887,787.239215686275,1.6,6,0.4771
"banda",7,2,6,1,0.14,0.9031,0.02,0.4771,5,490.586781999094,891.458823529412,1.75,3,0.4771
"Batik",5,2,2,2,0.1,0.7782,0.02,0.4771,5,562.22541636736,846.058823529412,2,0,0.4771
"Beany",15,2,0,0,0.29,1.2041,0.02,0.4771,5,520.337541570222,894.796078431373,1.8,4,0.4771
"Belli",26,2,0,0,0.51,1.4314,0.02,0.4771,5,634.029856732379,783.878431372549,1.95,1,0.4771
"Benes",22,2,0,0,0.43,1.3617,0.02,0.4771,5,441.482436081622,871.18431372549,1.75,3,0.4771
"Benin",2,2,0,0,0.04,0.4771,0.02,0.4771,5,505.390186101576,843.588235294118,1.8,2,0.4771
"benzo",2,2,1,1,0.04,0.4771,0.02,0.4771,5,473.355932237207,823.745098039216,2,0,0.4771
"Berne",2,2,0,0,0.04,0.4771,0.02,0.4771,5,476.434305078882,847.235294117647,1.95,0,0.4771
"betta",2,2,2,2,0.04,0.4771,0.02,0.4771,5,500.781168356079,806.752941176471,2,0,0.4771
"Bibbs",6,2,0,0,0.12,0.8451,0.02,0.4771,5,551.673927820787,908.223529411765,1.9,1,0.4771
"Birks",4,2,0,0,0.08,0.699,0.02,0.4771,5,548.076439327425,830.61568627451,1.9,1,0.4771
"blocs",2,2,2,2,0.04,0.4771,0.02,0.4771,5,518.677508846142,791.705882352941,1.7,5,0.4771
"Bloop",6,2,1,1,0.12,0.8451,0.02,0.4771,5,588.003983425119,893.149019607843,1.9,1,0.4771
"blurs",2,2,2,2,0.04,0.4771,0.02,0.4771,5,540.185511613056,773.062745098039,1.65,4,0.4771
"Boers",4,2,0,0,0.08,0.699,0.02,0.4771,5,478.826862346022,837.254901960784,1.8,1,0.4771
"bombe",2,2,2,2,0.04,0.4771,0.02,0.4771,5,544.494557293744,925.61568627451,1.75,2,0.4771
"bourn",2,2,2,2,0.04,0.4771,0.02,0.4771,5,495.487666613455,804.705882352941,1.8,2,0.4771
"boyos",2,2,2,2,0.04,0.4771,0.02,0.4771,5,534.772521749539,850.952941176471,1.75,2,0.4771
"brach",2,2,1,1,0.04,0.4771,0.02,0.4771,5,508.356806209592,827.490196078431,1.75,2,0.4771
"Brack",12,2,0,0,0.24,1.1139,0.02,0.4771,5,527.979568068746,854.219607843137,1.55,8,0.4771
"Brier",30,2,1,1,0.59,1.4914,0.02,0.4771,5,532.677675127037,781.01568627451,1.7,5,0.4771
"brims",2,2,2,2,0.04,0.4771,0.02,0.4771,5,560.675356506237,823.074509803922,1.85,1,0.4771
"bruja",2,2,2,2,0.04,0.4771,0.02,0.4771,5,589.242386330379,793.180392156863,2.6,1,0.4771
"brujo",3,2,2,1,0.06,0.6021,0.02,0.4771,5,601.621441588846,789.392156862745,2.55,1,0.4771
"bulgy",2,2,2,2,0.04,0.4771,0.02,0.4771,5,641.259566472449,877.56862745098,1.8,4,0.4771
"Bungo",22,2,0,0,0.43,1.3617,0.02,0.4771,5,540.570330832466,916.819607843137,1.8,3,0.4771
"Bunty",3,2,0,0,0.06,0.6021,0.02,0.4771,5,554.81943025514,865.325490196078,1.75,4,0.4771
"burgh",6,2,6,2,0.12,0.8451,0.02,0.4771,5,564.247672732592,887.098039215686,1.9,1,0.4771
"burgs",2,2,2,2,0.04,0.4771,0.02,0.4771,5,526.487562854176,853.670588235294,1.7,4,0.4771
"bursa",3,2,3,2,0.06,0.6021,0.02,0.4771,5,483.720646101044,801.156862745098,1.9,2,0.4771
"Busby",2,2,0,0,0.04,0.4771,0.02,0.4771,5,563.899396732912,913.941176470588,2,0,0.4771
"caber",12,2,12,2,0.24,1.1139,0.02,0.4771,5,483.167696943091,798.494117647059,1.75,5,0.4771
"cairn",3,2,3,2,0.06,0.6021,0.02,0.4771,5,499.033616010854,729.027450980392,1.95,1,0.4771
"cakey",2,2,2,2,0.04,0.4771,0.02,0.4771,5,533.597132652246,833.121568627451,1.65,5,0.4771
"Callo",3,2,1,1,0.06,0.6021,0.02,0.4771,5,617.183883390532,760.050980392157,1.75,4,0.4771
"capon",4,2,4,2,0.08,0.699,0.02,0.4771,5,498.243180487933,842.372549019608,1.8,2,0.4771
"Caput",2,2,0,0,0.04,0.4771,0.02,0.4771,5,563.696013914384,840.941176470588,1.95,1,0.4771
"carps",2,2,2,2,0.04,0.4771,0.02,0.4771,5,495.098803442678,809.298039215686,1.45,8,0.4771
"Caryl",19,2,0,0,0.37,1.301,0.02,0.4771,5,656.223095086066,779.298039215686,1.9,1,0.4771
"casal",2,2,1,1,0.04,0.4771,0.02,0.4771,5,519.62651249102,759.2,1.65,4,0.4771
"casco",3,2,3,2,0.06,0.6021,0.02,0.4771,5,454.685225609917,765.454901960784,2,0,0.4771
"Casse",6,2,0,0,0.12,0.8451,0.02,0.4771,5,484.720658073269,807.729411764706,1.7,3,0.4771
"Cassy",2,2,0,0,0.04,0.4771,0.02,0.4771,5,546.032417458163,825.764705882353,1.75,4,0.4771
"ceded",2,2,2,2,0.04,0.4771,0.02,0.4771,5,513.158434432116,875.545098039216,1.9,1,0.4771
"Ceres",8,2,0,0,0.16,0.9542,0.02,0.4771,5,477.74573456248,782.635294117647,1.85,3,0.4771
"Certs",4,2,0,0,0.08,0.699,0.02,0.4771,5,509.418916779736,764.121568627451,1.8,4,0.4771
"Cetus",3,2,1,1,0.06,0.6021,0.02,0.4771,5,501.186621039187,782.690196078431,1.95,1,0.4771
"chara",2,2,1,1,0.04,0.4771,0.02,0.4771,5,492.643060765689,791.196078431373,1.8,3,0.4771
"Chiao",6,2,0,0,0.12,0.8451,0.02,0.4771,5,556.766579535476,808.011764705882,1.7,3,0.4771
"Chiro",5,2,0,0,0.1,0.7782,0.02,0.4771,5,579.52064344055,778.486274509804,1.8,4,0.4771
"choky",2,2,1,1,0.04,0.4771,0.02,0.4771,5,582.84214688589,858.329411764706,1.95,1,0.4771
"Chugs",2,2,0,0,0.04,0.4771,0.02,0.4771,5,563.997071460876,883.858823529412,1.85,1,0.4771
"cilia",2,2,2,2,0.04,0.4771,0.02,0.4771,5,581.082523877935,692.619607843137,2,0,0.4771
"civvy",2,2,1,1,0.04,0.4771,0.02,0.4771,5,620.444472157926,711.282352941176,2.4,1,0.4771
"Clave",5,2,1,1,0.1,0.7782,0.02,0.4771,5,588.338065687603,759.588235294118,1.75,5,0.4771
"clays",2,2,1,1,0.04,0.4771,0.02,0.4771,5,580.752993721232,776.090196078431,1.55,7,0.4771
"clept",2,2,2,2,0.04,0.4771,0.02,0.4771,5,586.423965067708,795.501960784314,1.8,4,0.4771
"Cobbs",3,2,0,0,0.06,0.6021,0.02,0.4771,5,541.366668662036,883.250980392157,1.9,1,0.4771
"Cobby",27,2,0,0,0.53,1.4472,0.02,0.4771,5,612.169520711947,905.717647058824,1.55,8,0.4771
"coder",6,2,6,2,0.12,0.8451,0.02,0.4771,5,498.159893713251,800.894117647059,1.4,8,0.4771
"colly",2,2,2,2,0.04,0.4771,0.02,0.4771,5,634.417112964588,749.78431372549,1.4,10,0.4771
"Conte",2,2,0,0,0.04,0.4771,0.02,0.4771,5,512.807871737567,797.196078431373,1.85,2,0.4771
"Conus",3,2,0,0,0.06,0.6021,0.02,0.4771,5,487.406943225049,801.466666666667,1.85,1,0.4771
"Corby",11,2,0,0,0.22,1.0792,0.02,0.4771,5,595.394710272168,839.898039215686,1.85,3,0.4771
"cornu",2,2,2,2,0.04,0.4771,0.02,0.4771,5,472.995428605633,750.360784313726,1.85,2,0.4771
"Cotes",2,2,0,0,0.04,0.4771,0.02,0.4771,5,493.545632133449,789.858823529412,1.55,7,0.4771
"coves",2,2,2,2,0.04,0.4771,0.02,0.4771,5,467.2030322984,751.160784313725,1.25,11,0.4771
"Covin",7,2,0,0,0.14,0.9031,0.02,0.4771,5,571.34814230984,750.721568627451,1.95,1,0.4771
"creat",2,2,1,1,0.04,0.4771,0.02,0.4771,5,496.221090403596,742.541176470588,1.55,8,0.4771
"Creen",3,2,0,0,0.06,0.6021,0.02,0.4771,5,506.997772501129,789.972549019608,1.55,8,0.4771
"Criss",8,2,0,0,0.16,0.9542,0.02,0.4771,5,535.510910022081,743.270588235294,1.75,4,0.4771
"Crost",6,2,1,1,0.12,0.8451,0.02,0.4771,5,547.382525208183,761.478431372549,1.8,4,0.4771
"cubit",2,2,2,2,0.04,0.4771,0.02,0.4771,5,550.440776731315,762.470588235294,1.85,1,0.4771
"cukes",5,2,5,2,0.1,0.7782,0.02,0.4771,5,475.405537153801,799.698039215686,1.6,7,0.4771
"Cuvee",25,2,0,0,0.49,1.415,0.02,0.4771,5,519.670087397237,775.580392156863,2.4,0,0.4771
"cyclo",5,2,5,2,0.1,0.7782,0.02,0.4771,5,617.298341846914,759.827450980392,2.6,1,0.4771
"dabba",2,2,2,2,0.04,0.4771,0.02,0.4771,5,525.275937824246,925.992156862745,1.95,1,0.4771
"daubs",2,2,2,2,0.04,0.4771,0.02,0.4771,5,488.013096948411,873.164705882353,1.85,0,0.4771
"daunt",2,2,2,2,0.04,0.4771,0.02,0.4771,5,497.511527256763,824.549019607843,1.75,4,0.4771
"daven",6,2,4,1,0.12,0.8451,0.02,0.4771,5,496.120833665894,822.819607843137,1.85,3,0.4771
"Dells",7,2,0,0,0.14,0.9031,0.02,0.4771,5,580.928918908131,795.117647058824,1.5,9,0.4771
"didie",2,2,2,2,0.04,0.4771,0.02,0.4771,5,580.866378668155,822.58431372549,1.95,0,0.4771
"dills",2,2,2,2,0.04,0.4771,0.02,0.4771,5,619.153745310877,755.560784313726,1.2,14,0.4771
"Dimmy",11,2,1,1,0.22,1.0792,0.02,0.4771,5,675.019371724265,932.027450980392,1.9,2,0.4771
"dirts",2,2,1,1,0.04,0.4771,0.02,0.4771,5,532.843398648467,762.564705882353,1.8,3,0.4771
"doats",6,2,4,2,0.12,0.8451,0.02,0.4771,5,483.088813286507,824.380392156863,1.65,5,0.4771
"dodos",2,2,2,2,0.04,0.4771,0.02,0.4771,5,502.655261792639,882.733333333333,1.95,0,0.4771
"doeth",2,2,2,2,0.04,0.4771,0.02,0.4771,5,522.429159682868,856.662745098039,1.95,0,0.4771
"doles",2,2,1,1,0.04,0.4771,0.02,0.4771,5,512.793305531166,814.8,1.1,16,0.4771
"Donar",4,2,0,0,0.08,0.699,0.02,0.4771,5,495.549856998429,826.474509803922,1.9,1,0.4771
"Doria",2,2,0,0,0.04,0.4771,0.02,0.4771,5,530.204325298639,788.635294117647,1.85,1,0.4771
"dorsi",2,2,2,2,0.04,0.4771,0.02,0.4771,5,540.592790725515,778.435294117647,2,0,0.4771
"dowel",3,2,3,2,0.06,0.6021,0.02,0.4771,5,590.144770133289,838.956862745098,1.8,4,0.4771
"dowse",2,2,2,2,0.04,0.4771,0.02,0.4771,5,523.073351823767,861.474509803922,1.75,1,0.4771
"drear",2,2,2,2,0.04,0.4771,0.02,0.4771,5,513.063405565753,793.207843137255,1.75,2,0.4771
"dully",2,2,2,2,0.04,0.4771,0.02,0.4771,5,660.349137334715,803.149019607843,1.5,8,0.4771
"ebbed",2,2,2,2,0.04,0.4771,0.02,0.4771,5,545.406798228109,923.701960784314,1.9,1,0.4771
"egret",2,2,2,2,0.04,0.4771,0.02,0.4771,5,538.552117088354,811.960784313726,1.9,0,0.4771
"eider",2,2,2,2,0.04,0.4771,0.02,0.4771,5,528.681326655491,785.509803921569,1.85,3,0.4771
"Engle",63,2,0,0,1.24,1.8062,0.02,0.4771,5,599.025433660572,891.721568627451,1.85,3,0.4771
"ester",2,2,1,1,0.04,0.4771,0.02,0.4771,5,484.513096948412,753.870588235294,1.45,3,0.4771
"expat",2,2,1,1,0.04,0.4771,0.02,0.4771,5,548.306557453374,829.607843137255,2,0,0.4771
"expos",2,2,2,2,0.04,0.4771,0.02,0.4771,5,515.185600739616,839.901960784314,1.9,0,0.4771
"extol",2,2,2,2,0.04,0.4771,0.02,0.4771,5,575.903577699735,746.196078431373,2.55,0,0.4771
"fader",2,2,2,2,0.04,0.4771,0.02,0.4771,5,529.304232181338,821.349019607843,1.7,5,0.4771
"faery",3,2,3,2,0.06,0.6021,0.02,0.4771,5,562.57549618219,795.756862745098,1.85,2,0.4771
"faits",2,2,2,2,0.04,0.4771,0.02,0.4771,5,525.300897251708,748.223529411765,1.35,8,0.4771
"Falun",2,2,0,0,0.04,0.4771,0.02,0.4771,5,552.047858967194,787.886274509804,2,0,0.4771
"fauns",2,2,2,2,0.04,0.4771,0.02,0.4771,5,478.349182563118,794.764705882353,1.8,2,0.4771
"fends",2,2,1,1,0.04,0.4771,0.02,0.4771,5,509.431999760554,847.058823529412,1.2,11,0.4771
"feria",4,2,4,2,0.08,0.699,0.02,0.4771,5,537.661944954371,742.788235294118,2,0,0.4771
"festa",2,2,2,2,0.04,0.4771,0.02,0.4771,5,508.829298028573,783.156862745098,1.7,3,0.4771
"Fezzy",2,2,0,0,0.04,0.4771,0.02,0.4771,5,549.449779844093,800.325490196078,2.5,0,0.4771
"fifes",2,2,1,1,0.04,0.4771,0.02,0.4771,5,549.995394019207,765.352941176471,1.7,6,0.4771
"Finny",2,2,0,0,0.04,0.4771,0.02,0.4771,5,586.751682097532,809.509803921569,1.55,8,0.4771
"flubs",3,2,3,2,0.06,0.6021,0.02,0.4771,5,576.004200255405,801.203921568627,1.9,1,0.4771
"foder",13,2,13,2,0.25,1.1461,0.02,0.4771,5,539.176886290472,817.560784313725,1.65,4,0.4771
"fogey",3,2,3,2,0.06,0.6021,0.02,0.4771,5,599.786938968259,874.007843137255,1.85,2,0.4771
"fonts",2,2,2,2,0.04,0.4771,0.02,0.4771,5,504.096411658284,782.274509803922,1.8,2,0.4771
"foody",2,2,2,2,0.04,0.4771,0.02,0.4771,5,594.320048820069,861.333333333333,1.7,5,0.4771
"Fores",3,2,1,1,0.06,0.6021,0.02,0.4771,5,486.590981589378,785.141176470588,1.55,7,0.4771
"Formy",2,2,0,0,0.04,0.4771,0.02,0.4771,5,621.152199563678,855.792156862745,1.9,2,0.4771
"fuder",4,2,4,2,0.08,0.699,0.02,0.4771,5,541.915488732805,810.392156862745,1.85,3,0.4771
"fumed",2,2,2,2,0.04,0.4771,0.02,0.4771,5,580.694790086997,886.956862745098,1.8,3,0.4771
"fundi",2,2,2,2,0.04,0.4771,0.02,0.4771,5,580.632356266793,806.745098039216,1.85,2,0.4771
"gaffe",2,2,2,2,0.04,0.4771,0.02,0.4771,5,586.071936440789,859.521568627451,1.9,0,0.4771
"Gamba",6,2,1,1,0.12,0.8451,0.02,0.4771,5,568.412928007023,941.18431372549,1.75,4,0.4771
"gamin",2,2,1,1,0.04,0.4771,0.02,0.4771,5,587.462642003883,876.156862745098,1.85,0,0.4771
"Gardy",11,2,0,0,0.22,1.0792,0.02,0.4771,5,597.244524037565,887.698039215686,1.8,2,0.4771
"gazer",3,2,3,2,0.06,0.6021,0.02,0.4771,5,503.044321839996,812.466666666667,1.75,4,0.4771
"Gemma",12,2,0,0,0.24,1.1139,0.02,0.4771,5,594.689411897729,949.894117647059,2,1,0.4771
"Genet",2,2,0,0,0.04,0.4771,0.02,0.4771,5,505.822261021096,837.662745098039,1.85,2,0.4771
"Geste",7,2,0,0,0.14,0.9031,0.02,0.4771,5,512.030003059567,830.325490196078,1.85,2,0.4771
"ghats",2,2,1,1,0.04,0.4771,0.02,0.4771,5,532.908579429056,866.050980392157,1.65,5,0.4771
"ginks",2,2,1,1,0.04,0.4771,0.02,0.4771,5,565.897445260327,848.047058823529,1.35,10,0.4771
"gippy",2,2,2,2,0.04,0.4771,0.02,0.4771,5,693.31574414026,947.305882352941,1.45,11,0.4771
"gipsy",8,2,8,2,0.16,0.9542,0.02,0.4771,5,645.404258786281,890.2,1.85,3,0.4771
"Gismo",12,2,1,1,0.24,1.1139,0.02,0.4771,5,598.273901215844,859.447058823529,2.25,0,0.4771
"glean",2,2,2,2,0.04,0.4771,0.02,0.4771,5,564.010211642322,835.956862745098,1.85,2,0.4771
"gleet",3,2,3,2,0.06,0.6021,0.02,0.4771,5,577.327297336844,813.392156862745,1.75,3,0.4771
"gluon",3,2,3,2,0.06,0.6021,0.02,0.4771,5,574.041287546224,822.356862745098,2,0,0.4771
"Gobby",6,2,0,0,0.12,0.8451,0.02,0.4771,5,617.484626998695,943.541176470588,1.6,8,0.4771
"golfs",2,2,2,2,0.04,0.4771,0.02,0.4771,5,599.421042514697,824.592156862745,1.8,3,0.4771
"gonad",11,2,11,2,0.22,1.0792,0.02,0.4771,5,543.477797509776,903.890196078431,1.9,0,0.4771
"goosy",2,2,1,1,0.04,0.4771,0.02,0.4771,5,569.845226408065,867.172549019608,1.7,5,0.4771
"Gores",2,2,0,0,0.04,0.4771,0.02,0.4771,5,491.183198313245,817.81568627451,1.6,6,0.4771
"gorse",5,2,5,2,0.1,0.7782,0.02,0.4771,5,516.795122648787,823.4,1.65,7,0.4771
"gouts",2,2,2,2,0.04,0.4771,0.02,0.4771,5,517.885802937184,823.454901960784,1.6,5,0.4771
"Goyle",9,2,0,0,0.18,1,0.02,0.4771,5,638.797493149226,841.713725490196,1.95,1,0.4771
"Gramp",11,2,0,0,0.22,1.0792,0.02,0.4771,5,619.075162290153,926.894117647059,1.65,4,0.4771
"grano",2,2,2,2,0.04,0.4771,0.02,0.4771,5,534.268397983344,831.882352941176,1.9,2,0.4771
"groat",3,2,3,2,0.06,0.6021,0.02,0.4771,5,554.031778939526,810.462745098039,1.7,5,0.4771
"Grote",2,2,0,0,0.04,0.4771,0.02,0.4771,5,545.446750871311,803.733333333333,1.8,3,0.4771
"gunky",3,2,3,2,0.06,0.6021,0.02,0.4771,5,607.092837284166,895.635294117647,1.75,4,0.4771
"gurdy",11,2,9,2,0.22,1.0792,0.02,0.4771,5,614.547372096734,882.325490196078,1.95,1,0.4771
"gyrus",2,2,2,2,0.04,0.4771,0.02,0.4771,5,597.615615106285,834.266666666667,1.85,3,0.4771
"hadst",3,2,3,2,0.06,0.6021,0.02,0.4771,5,511.815454146379,856.019607843137,1.95,0,0.4771
"Hagia",2,2,0,0,0.04,0.4771,0.02,0.4771,5,561.18558477665,892.066666666667,2,0,0.4771
"Halts",3,2,1,1,0.06,0.6021,0.02,0.4771,5,535.354978449994,822.301960784314,1.65,6,0.4771
"hants",7,2,7,2,0.14,0.9031,0.02,0.4771,5,458.954632585733,815.298039215686,1.4,8,0.4771
"hasnt",2,2,2,2,0.04,0.4771,0.02,0.4771,5,477.533029371856,815.298039215686,1.8,2,0.4771
"Hause",2,2,0,0,0.04,0.4771,0.02,0.4771,5,470.970808391197,857.952941176471,1.85,3,0.4771
"hawed",2,2,2,2,0.04,0.4771,0.02,0.4771,5,528.590517333119,898.690196078431,1.55,6,0.4771
"hazed",2,2,2,2,0.04,0.4771,0.02,0.4771,5,481.669029850745,859.811764705882,1.65,6,0.4771
"Heigh",14,2,0,0,0.27,1.1761,0.02,0.4771,5,581.097713970254,918.772549019608,1.9,2,0.4771
"Heman",47,2,0,0,0.92,1.6812,0.02,0.4771,5,522.684527230158,923.286274509804,1.85,2,0.4771
"hewed",2,2,2,2,0.04,0.4771,0.02,0.4771,5,530.340813978235,897.545098039216,1.75,3,0.4771
"hight",3,2,3,2,0.06,0.6021,0.02,0.4771,5,594.293216404606,863.4,1.35,11,0.4771
"hilar",2,2,2,2,0.04,0.4771,0.02,0.4771,5,566.40041836273,745.074509803922,1.95,1,0.4771
"Hilts",28,2,0,0,0.55,1.4624,0.02,0.4771,5,577.573695027534,786.223529411765,1.8,4,0.4771
"Hirst",2,2,0,0,0.04,0.4771,0.02,0.4771,5,550.34651674781,784.792156862745,1.85,3,0.4771
"Hoagy",2,2,0,0,0.04,0.4771,0.02,0.4771,5,588.001646180859,941.247058823529,2,0,0.4771
"Hollo",7,2,0,0,0.14,0.9031,0.02,0.4771,5,610.773744246679,811.866666666667,1.7,4,0.4771
"hoper",2,2,2,2,0.04,0.4771,0.02,0.4771,5,516.964722510441,855.843137254902,1.6,7,0.4771
"Hosea",5,2,0,0,0.1,0.7782,0.02,0.4771,5,468.216047436612,865.121568627451,2,0,0.4771
"hosen",5,2,3,2,0.1,0.7782,0.02,0.4771,5,454.780520525712,830.023529411765,1.75,3,0.4771
"Hough",2,2,0,0,0.04,0.4771,0.02,0.4771,5,562.705257801898,941.250980392157,1.65,5,0.4771
"hulas",2,2,2,2,0.04,0.4771,0.02,0.4771,5,506.158149759223,794.145098039216,1.85,2,0.4771
"hulks",2,2,2,2,0.04,0.4771,0.02,0.4771,5,549.987441801685,818.650980392157,1.75,5,0.4771
"Humus",3,2,1,1,0.06,0.6021,0.02,0.4771,5,525.640003857715,895.180392156863,2,0,0.4771
"hyrax",2,2,2,2,0.04,0.4771,0.02,0.4771,5,579.045479155026,814.098039215686,2.75,0,0.4771
"idyll",2,2,2,2,0.04,0.4771,0.02,0.4771,5,744.015309149439,778.027450980392,2.5,0,0.4771
"imbed",2,2,2,2,0.04,0.4771,0.02,0.4771,5,609.459335009444,899.513725490196,1.9,1,0.4771
"Incas",4,2,0,0,0.08,0.699,0.02,0.4771,5,495.100627211534,769.38431372549,2.55,0,0.4771
"infra",2,2,2,2,0.04,0.4771,0.02,0.4771,5,556.901501183919,745.694117647059,2.6,0,0.4771
"ingle",2,2,1,1,0.04,0.4771,0.02,0.4771,5,610.090005187962,799.878431372549,1.55,2,0.4771
"ingot",2,2,2,2,0.04,0.4771,0.02,0.4771,5,575.50720528374,805.670588235294,1.95,0,0.4771
"inker",2,2,2,2,0.04,0.4771,0.02,0.4771,5,541.919184159415,770.439215686275,1.55,4,0.4771
"jambo",2,2,1,1,0.04,0.4771,0.02,0.4771,5,628.016772421315,876.913725490196,1.75,4,0.4771
"Jemmy",5,2,0,0,0.1,0.7782,0.02,0.4771,5,652.108745709952,912.862745098039,1.9,2,0.4771
"Jetes",3,2,1,1,0.06,0.6021,0.02,0.4771,5,488.180724053528,776.403921568627,1.85,2,0.4771
"Jewry",2,2,0,0,0.04,0.4771,0.02,0.4771,5,615.460761034399,808.729411764706,1.95,1,0.4771
"joist",3,2,3,2,0.06,0.6021,0.02,0.4771,5,603.675787506318,732.266666666667,1.7,5,0.4771
"juked",2,2,2,2,0.04,0.4771,0.02,0.4771,5,621.938499348178,852.254901960784,1.75,3,0.4771
"Justo",4,2,0,0,0.08,0.699,0.02,0.4771,5,534.047129991751,763.949019607843,1.9,2,0.4771
"Jutes",2,2,0,0,0.04,0.4771,0.02,0.4771,5,499.041683959878,766.592156862745,1.8,4,0.4771
"Kaaba",10,2,0,0,0.2,1.0414,0.02,0.4771,5,504.80754715726,896.478431372549,2,0,0.4771
"kapok",2,2,1,1,0.04,0.4771,0.02,0.4771,5,557.943014207038,907.674509803922,2.35,0,0.4771
"Karts",3,2,1,1,0.06,0.6021,0.02,0.4771,5,504.339624737275,805.423529411765,1.45,8,0.4771
"Keita",4,2,0,0,0.08,0.699,0.02,0.4771,5,533.768427248781,803.301960784314,2,0,0.4771
"Kerel",2,2,0,0,0.04,0.4771,0.02,0.4771,5,562.408490302497,800.274509803922,2,0,0.4771
"kerns",2,2,1,1,0.04,0.4771,0.02,0.4771,5,471.760997818393,800.941176470588,1.9,2,0.4771
"kilim",3,2,2,1,0.06,0.6021,0.02,0.4771,5,669.132018384014,782.21568627451,2,0,0.4771
"Killy",2,2,0,0,0.04,0.4771,0.02,0.4771,5,703.671540027136,784.807843137255,1.4,12,0.4771
"Kluck",4,2,0,0,0.08,0.699,0.02,0.4771,5,593.369675020617,827.588235294118,1.8,3,0.4771
"Kondo",15,2,0,0,0.29,1.2041,0.02,0.4771,5,536.650645834994,896.850980392157,1.75,5,0.4771
"korma",3,2,3,2,0.06,0.6021,0.02,0.4771,5,543.231301380795,849.152941176471,1.85,3,0.4771
"Kudzu",5,2,2,2,0.1,0.7782,0.02,0.4771,5,537.071393699948,860.454901960784,2.8,0,0.4771
"Kurta",2,2,0,0,0.04,0.4771,0.02,0.4771,5,527.776742623778,800.043137254902,2,0,0.4771
"Kyrie",5,2,0,0,0.1,0.7782,0.02,0.4771,5,626.318384680872,810.325490196078,1.95,1,0.4771
"lades",2,2,2,2,0.04,0.4771,0.02,0.4771,5,516.179147710643,818.588235294118,1.4,8,0.4771
"lairy",2,2,2,2,0.04,0.4771,0.02,0.4771,5,612.766151195891,734.113725490196,1.7,4,0.4771
"lamby",3,2,3,2,0.06,0.6021,0.02,0.4771,5,641.364169127623,883.050980392157,1.85,2,0.4771
"lamed",2,2,2,2,0.04,0.4771,0.02,0.4771,5,585.593257642269,871.203921568627,1.45,7,0.4771
